"Title","Caption","Copyright","Node Type"
"Aga Khan Award for Architecture seminar on architectural journalism and criticism in Kuwait","A distinguished panel of speakers included leading architects and architectural critics from the Americas, Europe and Asia.","","Press Release"
"Aga Khan speaks on importance of civil society institutions in responding to crisis","His Highness the Aga Khan, Chancellor of AKU, addresses the Convocation gathering.","AKDN/Gary Otte","Press Release"
"Norway and AKDN strenghten partnership through the signing of a Memorandum of Understanding","His Highness the Aga Khan and Norway's Minister for International Development, Ms. Hilde F. Johnson, sign a Memorandum of Understanding between the AKDN and the Government of Norway, to enhance collaboration on development issues and programmes in Africa, Central and South Asia. 06 April 2005, Oslo, Norway.","AKDN / Gary Otte","Press Release"
"Aga Khan inaugurates State-of-Art Cancer Treatment Centre at AKU","His Highness tours the Ibn Zuhr Building for Oncology Services, AKUH’s new state-of-the-art cancer research centre.","AKDN/Gary Otte","Press Release"
"Aga Khan sees a bright future for Eastern Africa","His Highness the Aga Khan talks at a banquet in honour of President Yoweri Museveni of Uganda, with President Francois Bozize of the Central African Republic and Joachim Chissano, former President of Mozambique also in attendance. ","AKDN / Gary Otte","Press Release"
"Aga Khan to build Uganda's first Aga Khan Academy: Economic development must be matched by human development","His Highness the Aga Khan and His Excellency Professor Gilbert Bukenya, Vice President of the Republic of Uganda, walk towards the reception area to meet dignitaries and high achievers following the foundation stone-laying ceremony of the Aga Khan Academy Kampala. The Academy will be built on a 44 acre plot on the shores of Lake Victoria, some 18 km from the centre of Kampala.","AKDN/Gary Otte","Press Release"
"Aga Khan announces the East African Community’s first regional university to be based in Arusha","His Highness the Aga Khan speaks at the State Dinner held in his honour in the presence of His Excellency Jakaya Mrisho Kikwete, President of Tanzania.","AKDN/Gary Otte","Press Release"
"President Musharraf and Aga Khan launch the First MicroFinanceBank","His Highness the Aga Khan and President Musharraf unveiling the plaque at the inauguration of the First Microfinance Bank Ltd.","AKDN / Gary Otte","Press Release"
"Banking Services expanded for Tajikistan's marginalised populations","","","Press Release"
"First MicroFinance Bank’s Client Wins ""Best Micro-Entrepreneur"" Award","","","Press Release"
"Aga Khan Attends Inauguration of President Karzai","","","Press Release"
"Aga Khan welcomes Government of Canada's partnership in new Global Centre of Pluralism","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Renovation of Mopti Mosque by Aga Khan Trust for Culture Completes First Phase","","","Press Release"
"Aga Khan to arrive in Mozambique for Golden Jubilee visit (Media Advisory)","The Aga Khan Foundation has been actively present in Mozambique since 2000 and has, since then, been working in Cabo Delgado, the northernmost province in Mozambique. The Coastal Rural Support Programme in Mozambique (CRSP(M)) seeks to increase rural incomes by encouraging handicraft making activities. Technical expertise as well as facilitation systems that help craftsmen link with buyers further afield have been set up by CRSP(M) to assist villagers. Pottery and terracotta jewellery are typical creations that are sold at the local market.","Lucas Cuervo Moura ","Press Release"
"Aga Khan praises Mozambique as a valuable model for the developing world","His Highness meeting with the President of Mozambique, Armando Guebuza, in the President's Office.","AKDN/Gary Otte","Press Release"
"The French government, the Afghan government and the Aga Khan sign a Letter of Intent on medical projects in Afghanistan","His Highness the Aga Khan, the French Foreign Minister, Bernard Kouchner, the Afghan Foreign Minister, Rangin Dadfar Spanta and the Director of the French Development Agency, Jean-Michel Severino sign the letter of intent as President Hamid Karzai of Afghanistan looks on.","Bruno Cohen","Press Release"
"Two major landmarks restored in Historic Cairo (Media Advisory)","His Highness the Aga Khan delivering a speech at the ceremony celebrating the restoration of the 14th century Umm al Sultan Shabaan mosque and the Kayrebek complex on 26 October 2007. ","AKDN / Gary Otte","Press Release"
"Andrew Carnegie Medal of Philanthropy 2005 (Media Advisory)","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Music of Central Asia at the Louvre","","","Press Release"
"Aga Khan urges rediscovery of Timbuktu and Djenne","His Highness the Aga Khan (centre) and the Prime Minister Ahmed Mohamed Ag Hamani (right) at the 14th century Djingereiber Mosque, Timbuktu, with Mr. Abdramane ben Essayouti, the Imam of the Mosque and local dignitaries.","AKDN/Gary Otte","Press Release"
"Music of Central Asia at the Louvre: Alim and Fargana Qasimov, Tengir-Too and The Academy of Maqam to perform","With the release of ""Alim and Fargana Qasimov"", six volumes of a ten-part series created in collaboration with the Smithsonian Institution are now available. For more information, visit http://www.folkways.si.edu/ and enter ""Central Asia"" in the search box.","","Press Release"
"Aga Khan and Kenya President Kibaki Inaugurate the First of an International Network of Academic Centres of Excellence","","","Press Release"
"Dignitaries and Business leaders agree on a Road Map to help Afghanistan's private sector","President Hamid Karzai speaking at the Enabling Environment Conference in Kabul, Afghanistan, 4 June 2007.","AKDN / Gary Otte","Press Release"
"Norway and AKDN strengthen partnership through the signing of a memorandum of understanding","","","Press Release"
"First MicroFinance Bank’s client wins Best Micro-Entrepreneur Award","Sifat Gul won the “Best National Micro-Entrepreneur Award Female” at the 2007 Citi-PPAF Micro-entrepreneurship Awards ceremony in Islamabad, Pakistan. The Award included a cash prize of nearly US$ 2000.","First MicroFinanceBank Pakistan ","Press Release"
"Afghanistan Rehabiliation and Relief Accelerates Despite Heightened Tension","","","Press Release"
"Darwaz bridge to strengthen commercial ties and Tajik-Afghan relations","Tajikistan’s President Emomali Rahmonov, His Highness the Aga Khan, and Afghanistan’s Vice-President Nematullah Shahrani, walk across the Tajik-Afghan Friendship Bridge.","AKDN / Gary Otte","Press Release"
"AKDN profiles Kashmir earthquake reconstruction for UN-HABITAT model presented at Business Partnership for Sustainable Urbanization Forum","The Aga Khan Foundation helps communities post-earthquake with reconstruction and rehabilitation efforts through rural development, education, health and water and sanitation activities. In Kutch, India, a group of women in the class are seated on the floor learning about health issues. ","Amit Pasricha ","Press Release"
"University of Central Asia launched: first University in the region dedicated to high mountain populations with campuses in Tajikistan, Kyrgyz Republic and Kazakhstan","Tajikistan’s President Emomali Rahmonov, Afghanistan’s Vice-President Nematullah Shahrani and His Highness the Aga Khan, lay the foundation stone for the Khorog Campus, University of Central Asia.","AKDN / Gary Otte","Press Release"
"Aga Khan in East Africa for First Golden Jubilee Visit (Media Advisory)","The Great Mosque of Mopti, Mali, stands at the centre of an AKDN programme that encompasses social, cultural and economic development","AKTC / Vincent Oblet","Press Release"
"First MicroFinance Bank’s Client Wins","","","Press Release"
"Cairo governorate and Aga Khan Trust for Culture in public-private partnership for Historic Cairo revitalisation projects","The Al-Azhar Park, Cairo, Egypt. ","","Press Release"
"President Chissano and Aga Khan lay foundation for an international Academic Centre of Excellence in Mozambique","Mozambique`s President Joaquim Chissano laying the foundation stone with His Highness the Aga Khan.","AKDN / Aziz Islamshah","Press Release"
"Aga Khan arrives in New Delhi","The central water channel and pool in the gardens of Humayun’s Tomb complex in Delhi were restored by AKTC in 2003. ","AKTC ","Press Release"
"Portugal provides assistance for displaced persons in Afghanistan","FOCUS offices, Afghanistan.","David Nygaard ","Press Release"
"“Roshan” promises a bright future for GSM digital services in Afghanistan","","","Press Release"
"Aga Khan to visit USA (Media Advisory)","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Shigar Fort inauguration Postponed","Shigar Fort Residence, Baltistan, Pakistan.","AKDN / Gary Otte","Press Release"
"Aga Khan visits Pakistan - December 2005","His Highness presents Muhammad Afzal with a Nursing Degree.","AKDN/Gary Otte","Press Release"
"The Aga Khan Trust for Culture and the National Museum of Mali sign a collaboration agreement","Conservation Laboratory building, National Museum of Mali, Bamako. ","AKTC","Press Release"
"Cairo Governorate and Aga Khan Trust for Culture in Public-Private Partnership for Historic Cairo Revitalisation Projects","","","Press Release"
"The Aga Khan Trust for Culture and the National Museum of Mali Sign a Collaboration Agreement","","","Press Release"
"Public-Private Partnership for Revitalisation Projects in Historic Cairo, Egypt, 17 July 2007","The Al-Azhar Park, Cairo, Egypt. ","","Press Release"
"Aga Khan attends inauguration of President Karzai","His Highness the Aga Khan and Hamid Karzai, then Chairman of the Interim Authority of the Government of Afghanistan at the launch of the “Back to School” initiative led by UNICEF. ","AKDN / Gary Otte","Press Release"
"Aga Khan Planning and Building Service Pakistan awarded US $1 Million Alcan Prize for Sustainability","A water filtration system above Altit, in the Northern Areas of Pakistan. The Aga Khan Planning and Building Service was named the 2005 winner of the US $1 million Alcan Prize for Sustainability.","","Press Release"
"New hospital inaugurated in Afghanistan","His Highness, with Mme Bernadette Chirac, Alain Deloche, the founder of La Chaîne de l’Espoir (left), and Phillipe Douste-Blazy, the French Foreign Minister (right) at the inauguration ceremony for the French Medical Institute for Children (FMIC) in Kabul.","AKDN/Gary Otte","Press Release"
"New development initiative launched in Kabul with opening of 5-star Kabul Serena hotel","( L to R) Prince Amyn Aga Khan, His Excellency President Karzai of Afghanistan and His Highness the Aga Khan, officially inaugurate the Kabul Serena hotel. ","AKDN / Gary Otte","Press Release"
"International Investor's Roundtable Meeting Attended by Presidents of Zanzibar and Tanzania and the Aga Khan","","","Press Release"
"Aga Khan announces support for earthquake relief efforts in Pakistan","","","Press Release"
"Aga Khan Trust for Culture in public-private partnership for regeneration of Humayun’s Tomb-Nizamuddin Basti-Sundar nursery area","Humayun's Tomb Gardens after rehabilitation (completed 2004).","AKTC / Ratish Nanda","Press Release"
"Aga Khan visits East Africa for first Golden Jubilee visit","The Aga Khan Academy in Mombasa, Kenya.","AKDN / Aziz Islamshah","Press Release"
"Aga Khan urges greater investment in education about the science of government for students in the Developing World","","","Press Release"
"Aga Khan urges greater investment in education about the science of government for students in the developing world","His Highness the Aga Khan delivers his address entitled, ""Democratic Development, Pluralism and Civil Society"", at the Norwegian Nobel Institute to an audience of academics, diplomats, civil society leaders, and representatives from the Norwegian government and the private sector.","AKDN/Gary Otte","Press Release"
"The Republic of Mali, The Ismaili Imamat and the AKDN strengthen their partnership with Agreement of Cooperation","His Excellency Moctar Ouane, Minister for Foreign Affairs and International Cooperation of the Republic of Mali and the Director of the Department of Diplomatic Affairs of the Ismaili Imamat, Dr. Shafik Sachedina, sign an agreement of cooperation between the Republic of Mali, the Ismaili Imamat and the Aga Khan Development Network (AKDN)","AKDN / Patrick Ruchdi    ","Press Release"
"The Aga Khan calls for a more coordinated effort to help Afghanistan's private sector","His Highness the Aga Khan speaking at The Enabling Conference, President Hamid Karzai and Prince Amyn Aga Khan look on. ","AKDN / Gary Otte","Press Release"
"Shigar Fort awarded top prize in the 2006 UNESCO Asia-Pacific Heritage Awards, Pakistan","Shigar Fort, 2006 Winner of the UNESCO Asia-Pacific Heritage Award of Excellence. 
","AKDN / Gary Otte","Press Release"
"AGA KHAN PLANNING AND BUILDING SERVICE, PAKISTAN","","","Press Release"
"Lahore Walled City project to benefit from a public-private partnership between government of Punjab and the Aga Khan Trust for Culture","Aerial view of Lahore Walled City with the Bashahi Mosque.","AKTC","Press Release"
"Aga Khan Planning and Building Service, Pakistan establishes endowment to leverage the 2005 Alcan Prize for Sustainability","Princess Zahra Aga Khan receives the 2005 Alcan Prize for Sustainability, in Vancouver on behalf of the Aga Khan Planning and Building Services (AKPBS), Pakistan. Left to Right : Robert Davies, Managing Director of International Business Leaders Forum, and Travis Engen, President and CEO of Alcan. ","AKDN / Gary Otte","Press Release"
"Aga Khan Receives Die Quadriga 2005 Prize in Recognition of  the Work of the Aga Khan Development Network","","","Press Release"
"Aga Khan Planning and Building Service in Pakistan receives World Habitat Award 2006","BACIP smoke-free stoves have improved the quality of life for poor families in the Northern Areas and Chitral, particularly for women and children under the age of five who suffer from unacceptable levels of indoor air pollution.","AKDN / Courtesy of BACIP","Press Release"
"Aga Khan awarded the Andrew Carnegie Medal of Philanthropy 2005","His Highness the Aga Khan gives his acceptance speech upon receiving the Andrew Carnegie Medal, as Sally Magnusson, BBC presenter, and Mary Robinson, former President of Ireland and UN High Commissioner for Human Rights look on.","AKDN/Gary Otte","Press Release"
"Aga Khan visits earthquake-hit areas of Pakistan","The mountainous city of Balakot in Pakistan-administered Kashmir, devastated by the South Asia earthquake.","FOCUS","Press Release"
"Aga Khan Conferred Companion of the Order of Canada","His Highness the Aga Khan invested as Honorary Companion of the Order of Canada from H.E. the Right Honorable Adrienne Clarkson, Governor-General of Canada at Rideau Hall. ","AKDN / Zahur Ramji","Press Release"
"Aga Khan and Governor General of Canada initiate Delegation of the Ismaili Imamat","His Highness the Aga Khan welcomes the Right Honorable Adrienne Clarkson, Governor-General of Canada, to the Foundation Ceremony of the Delegation of the Ismaili Imamat (DII). ","AKDN / Zahur Ramji","Press Release"
"Spirit & Life, Exhibition of Rare Islamic Art and Manuscripts from the Aga Khan Museum Collection, 14 July to 31 August, at the The Ismaili Centre, London, United Kingdom. Find out more on Spirit & Life, Speech by His Highness the Aga Khan,","","","Press Release"
"Energie du Mali: agreement signed for public-private partnership between IPS (WA) and the Republic of Mali","Panel board, Energie du Mali s. a.","","Press Release"
"Focus Humanitarian Assistance mobilises support for thousands affected by Asia earthquake","The mountainous city of Balakot in Pakistan-administered Kashmir, devastated by the South Asia earthquake.","FOCUS","Press Release"
"European Commission and AKDN sign joint declaration, Aga Khan discusses EU challenges regarding pluralism, civil society and development","His Highness the Aga Khan and President Barroso, President of the European Commission, make statements after the signing of the Joint Declaration between the European Commission and the AKDN. The Joint Declaration aims to establish a framework for future collaboration.","AKDN/Gary Otte","Press Release"
"A new airline in Mali","Celestair, the regional airline, connects a growing number of underserved destinations in West Africa.","","Press Release"
"Aga Khan and Madame Mubarak inaugurate Cairo's Al-Azhar Park","Aerial view of Al-Azhar Park.","AKCS-E","Press Release"
"Aga Khan conferred Honorary Doctorate from American University of Beirut","His Highness the Aga Khan receiving the degree of Doctor of Humane Letters from AUB President John Waterbury and AUB Provost Peter Heath.","AKDN / Gary Otte","Press Release"
"Aga Khan receives 2005 Vincent Scully Prize","Carolyn Schwenker Brody, Chair of the National Building Museum's Board of Trustees, presents the Vincent Scully Prize, a crystal obelisk, to His Highness the Aga Khan. ","AKDN / Zahur Ramji","Press Release"
"Afghan and Pakistan microfinance banks win Top Financial Transparency Awards","In Qeshlaq-i-Baikh, Afghanistan, women are responsible for looking after the melon fields. AKAM provides funds for the purchase of critical inputs such as seeds and fertilizers.","First MicroFinanceBank Afghanistan ","Press Release"
"Statement by the Department of Public Affairs","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Recipients of the 2004 Aga Khan Award for Architecture announced by India’s Prime Minister and His Highness the Aga Khan","Recipients of the ninth cycle of the Award with Prime Minister Dr. Manmohan Singh and His Highness the Aga Khan (last row, left). ","AKDN / Gary Otte","Press Release"
"AKAA announces project eligibility criteria for the Tenth Cycle and appoints new steering committee","","","Press Release"
"Aga Khan University's Institute for the Study of Muslim Civilisations offers Masters in Muslim Cultures starting September 2006","The Institute for the Study of Muslim Civilisations, London. The Institute's students come from a range of sectors and professions, including the social sciences and humanities, education, architecture and the visual arts.","AKDN / Gary Otte","Press Release"
"CGAP Award for the First MicroFinanceBank, Pakistan","A woman sells her finished wool products in Lahore and is assisted by several members of her family. FMFB provides her with the working capital that she needs to buy raw materials and maintain a steady source of income.","AKDN / Jean-Luc Ray","Press Release"
"Renewed confidence in Muslim architecture: Aga Khan Award for Architecture concludes with seminar","(From L to R) The architects Jafar Tukan, Charles Correa and German linguist and historian Reinhard Schulze deliberate on the winning projects at the seminar. ","AKDN / Gary Otte","Press Release"
"Aga Khan at International Press Institute (IPI) World Congress, Urges Investment in African Journalism African Journalism and a respect for Pluralism as a cornerstone of Peace and Progress","","","Press Release"
"Focus and AKDN contribute to helping Lebanese families in Syria","FOCUS volunteers working with UNHCR delivering food, water, hygiene kits as well as mother and child kits.","","Press Release"
"Inaugural concert of Central asian music delights Washington","Tengir Too group portrait.","Kate Vincent ","Press Release"
"Search for knowledge essential for revitalisation of Islamic civilisations, says Aga Khan","His Highness the Aga Khan delivering the commencement address at the American University in Cairo.","AKDN/Gary Otte","Press Release"
"President Mkapa and Aga Khan lay Foundation Stone for an international Academic Centre of Excellence in Dar es Salaam","His Highness the Aga Khan addresses the gathering at the foundation stone-laying ceremony of the new Aga Khan Academy in Dar es Salaam. Looking on: His Excellency President Benjamin Mkapa, Princess Zahra, Hon. Joseph Mungai, Minister for Education, Hon. Yusuf Makamba, Regional Commissioner for Dar es Salaam and Mr. Alkarim Dawood, Chairman, Aga Khan Education Services, Tanzania.","AKDN/Zahur Ramji","Press Release"
"PRESIDENT MKAPA AND AGA KHAN LAY FOUNDATION STONE","","","Press Release"
"Aga Khan welcomes Government of Canada's Partnership in new Global Center for Pluralism","","","Press Release"
"Prince Hussain Aga Khan marries Miss Kristin J. White","Prince Hussain and Princess Khaliya after the civil ceremony.","AKDN/Gary Otte","Press Release"
"Restoration of Mopti’s Great Mosque completed","The restoration works carried out between November 2004 and June 2006 were conducted in strict observance of traditional construction techniques. Further initiatives of this kind are planned, notably in Djenné and Timbuktu.","","Press Release"
"His Highness the Aga Khan and President Bashar al Assad meet to discuss development opportunities in Syria","For the past few years, the Aga Khan Trust for Culture has been restoring three citadels in Syria - in Aleppo, Masyaf and Salah ad-Din - under a partnership agreement with the Syrian General Directorate of Antiquities and Museums. The scope of conservation at the sites has varied, but at each site the work has been closely linked to the generation of socio-economic benefits.","AKDN/Gary Otte","Press Release"
"The Aga Khan Development Network commits $50 million to Pakistan's earthquake appeal","AKF helicopter flying back from isolated villages devastated by the earthquake, october 2005, Pakistan. ","FOCUS","Press Release"
"Tourism Promotion Services restructures to include Kenya, Tanzania and Zanzibar in its operations","Amboseli Serena Safari Lodge, in the heart of Amboseli National Park in Kenya, is owned by the TPS Eastern Africa Limited (TPSEAL) group.","AKDN","Press Release"
"Renovation of Mopti Mosque by Aga Khan Trust for Culture completes first phase","The first step in the restoration process was to erect an extensive scaffolding system and where necessary shore the façade.","","Press Release"
"Aga Khan receives Tolerance Award from the Evangelical Academy of Tutzing","Dr. Friedemann Greiner, Director and Chairman of the Jury (left), presenting the Tolerance Award 2006 to His Highness the Aga Khan as Dr Frank-Walter Steinmeier, Germany's Minister of Foreign Affairs (right), looks on.","AKDN/Zahur Ramji","Press Release"
"Sacred Art and Music of the Muslim World in Parma, Italy","Fatimid jar from the 10th or 11th centuries is featured in the Splendori a Corte Exhibition in Parma, Italy.","AKTC","Press Release"
"Aga Khan announces Om Habibeh Foundation grant for Aswan","His Highness the Aga Khan in Cairo, Egypt, December 2003.","AKDN / Gary Otte","Press Release"
"Aga Khan and Karzai sign agreement in Kabul","His Highness the Aga Khan and the Chairman of the Interim Authority of the Government of Afghanistan Hamid Karzai at the signing ceremony of an Agreement of Cooperation for Development.","AKDN / Gary Otte","Press Release"
"40 Central asian musicians and dancers on Tour in Europe","Beginning 25 September, 40 musicians and dancers from Central Asia will start a five-week-long tour of Europe.","AKTC ","Press Release"
"Aga Khan concludes visit to Uganda","His Highness the Aga Khan visited the campus of the Aga Khan schools in Uganda.","AKDN / Aziz Islamshah    ","Press Release"
"Aga Khan speaks on preventing the failure of democracy","His Highness the Aga Khan speaking at the Leadership and Diversity Conference. ","AKDN / Zahur Ramji","Press Release"
"Andrew Carnegie Medal of Philanthropy 2005 Announcement of Medal Recipients' Names","","","Press Release"
"Aga Khan and Musharraf discuss regional issues","His Highness the Aga Khan in conversation with President Pervez Musharraf.","AKDN / Gary Otte","Press Release"
"AKFED and IFC spark new electricity supply in impoverished Eastern Tajikistan","The road on the way to Murghab, Pamir Mountains, Tajikistan.","AKDN / Jean-Luc Ray","Press Release"
"“Paradise Garden” restoration to revitalise Kabul","Babur Garden before restoration ","AKDN","Press Release"
"Aga Khan stresses pluralism for peace and development","His Highness the Aga Khan welcomed by Queen Beatrix of the Netherlands at Prince Klaus Fund's Conference. ","Prince Claus Fund    ","Press Release"
"Aga Khan Fund for Economic Development acquires Hotel Polana","Hotel Polana, Maputo, Mozambique.","AKDN / Aziz Islamshah","Press Release"
"Begum Aga Khan Meets Foreign Minister Martins Da Cruz","","","Press Release"
"Yo-Yo Ma performs on the Silk Road for Aga Khan Award","The Silk Road Ensemble performing during the Aga Khan Award for Architecture ceremony in Aleppo, Syria, on 6 November 2001.","","Press Release"
"Challenges beyond the Nahrin aftershocks in Afghanistan","FOCUS distributes vital supplies to families to survive the harsh winter after the earthquake in Nahrin, Afghanistan.","","Press Release"
"ad test","","","Press Release"
"IPS reçoit32 millions de dollars US en fonds propres pour l’Afrique Orientale","","","Press Release"
"Aga Khan and Kibaki discuss development challenges","His Highness the Aga Khan.","AKDN / Gary Otte","Press Release"
"Aga Khan concludes Kenya visit","Dr. Grace Miller, Associate Professor, Aga Khan University School of Nursing in East Africa, shows His Highness the Aga Khan around the AKU's proposed Kenya campus, Nairobi, Kenya, May 2002. ","AKDN / Aziz Islamshah    ","Press Release"
"Aga Khan speaks of 'New Horizons in Africa' on visit to Madagascar","Fishermen in Madagascar.","AKDN / Armando Sirolla ","Press Release"
"Aga Khan visits sites of proposed major educational campuses","The Aga Khan (centre) visits the Aga Khan schools complex site at Kilindini Mombasa with Mr Nizar Shariff (left) and Mr Noor Esmail (right), two of the project consultants.","AKDN / Aziz Islamshah","Press Release"
"Resurgence of Mostar’s Historic City Centre: New Agency for Conservation and Development to Build on Completed Projects (Media Advisory)","Biscevica & Lakisica House, Mostar, Bosnia.","AKDN / Gary Otte","Press Release"
"Resurgence of Mostar’s Historic City Centre (Media Advisory)","","","Press Release"
"Portugal gives Aga Khan Foundation Euro 1 million to alleviate rural poverty in Mozambique","In Napuda (Quissanga District, Mozambique), a farmer presents the first new improved granary, which is being used as a demonstration model for other farmers. It provides better protection for grain stocks against rats and insects. The granary is used to store seed paid back by farmers who received seed from NCRSP (the North Coast Rural Support Programme). ","AKDN / Jean-Luc Ray","Press Release"
"Iran contemplates a changing world","Participants in Yazd of the Iran International Seminar on “Architecture for a Changing World” organised with the Tehran Museum of Contemporary Art, the Iranian Cultural Heritage Organisation and Iran’s Ministry of Housing and Urban Planning.","Courtesy of AKAA ","Press Release"
"Renewed Confidence in Muslim Architecture","","","Press Release"
"Seven projects receive the 2004 Aga Khan Award for Architecture","The Petronas Towers are the centrepiece of the mixed-use Kuala Lumpur City Centre (KLCC) complex, set in the heart of the commercial district of the city.","","Press Release"
"AKFED gets US$7 million loan from IFC for Kabul Serena hotel","View of new wing under construction of the old and damaged Kabul Hotel, 2003, Afghanistan. The new Kabul Serena Hotel restored by the Tourism and Promotion Services of AKFED, will become part of the Serena chain of hotels.","AKDN / Jean-Luc Ray","Press Release"
"IPS to get US$32 million in new equity for East Africa","From Left to Right : Ms. Haydee Celaya of the International Finance Corporation (IFC), Prince Amyn Aga Khan of the Aga Khan Fund for Economic Development (AKFED), Mr. Winfried Nau of DEG-DeutscheInvestitions-und Entwicklungsgesellschaft mbH and Mr. Lutaf Kassam of Industrial Promotion Services (IPS) in Kenya, Uganda and Tanzania at the ceremony in Nairobi to announce a capital increase of US$32.4 million in IPS for investments in East Africa. ","AKDN","Press Release"
"Aga Khan meets President Assad and cabinet ministers","His Highness the Aga Khan with Syrian Prime Minister Mohammad Mustafa Miro and Minister for State Cabinet Mohamad Seifo. ","AKDN / Patrick Ruchdi","Press Release"
"Aga Khan Development Network announces programmes for Mozambique","Women walking back from their farms at low tide, with sacks full of seaweed, Cabo Delgado Province, Mozambique. ","Lucas Cuervo Moura ","Press Release"
"Aga Khan signs Co-operation agreement with France","His Highness signing an Accord for Co-operation between the French Ministry of Foreign Affairs, represented by M. Hubert Védrine and the Association Aga Khan, a French entity whose members include some of the principal agencies of the Aga Khan Development Network.","G. Bouys - AFP    ","Press Release"
"Sweden and Aga Khan Trust for Culture reach agreement on second-phase funding for rehabilitation of Zanzibar’s Stone Town","House 2052/55, before restoration and rehabilitation, Zanzibar urban village programme. ","AKDN / Ivan Sutilla ","Press Release"
"World's first mountain university founded along the Silk Route","President Nazarbayev and His Highness the Aga Khan congratulate each other and exchange signed copies of the International Treaty. ","AKDN / Gary Otte","Press Release"
"Aga Khan speaks on role of faiths and minorities in Africa","His Highness the Aga Khan speaking during the XIIIth International Meeting of Peoples and Religions. ","AKDN / Patrick Ruchdi","Press Release"
"Microcredit programme for low-income areas in Syria","AKDN's initiatives in rural development include programmes to increase agricultural productivitiy, reduce water consumption, diversify income sources and improve rural livelihoods. ","Naoura Al-Azmeh ","Press Release"
"Aga Khan and Assad discuss Syria development priorities","Dr Mohamed Al-Chatty, Syrian Health Minister, taking His Highness the Aga Khan on a tour of ""Maktab Anbar"", an old house in the center of the old Damascus, 15 February 2004. ","AKDN / Patrick Ruchdi","Press Release"
"Aga Khan outlines path to peace in Afghanistan","His Highness the Aga Khan walking amongst the crowd at a Mulaquat in Afghan Ishkashim, 27 September 1998. ","AKDN / Gary Otte","Press Release"
"Culture as a catalyst for development in Syria","A model of revitalisation, the Souq al Saghir project in Masyaf was inaugurated on June 26th 2003 under the patronage of the Governor of the Hama Province.","AKDN / Sam Pickens ","Press Release"
"Aga Khan emphasises need to sustain cultural pluralism","His Highness the Aga Khan and His Royal Majesty the King Juan Carlos presenting his certificate to Professor Charles Correa, architect winner for the Vidhan Bhavan project (India) at the 1998 Aga Khan Award for Architecture held in the Alhambra Palace. ","Jose Torres","Press Release"
"Aga Khan speaks at World Bank on human capital and the global information infrastructure","His Highness the Aga Khan delivering the keynote address on the New Networked Economy at the World Faiths & Development Dialogue Conference held at the World Bank. ","AKDN / Gary Otte","Press Release"
"Aga Khan announces US$75 million for Afghanistan","Bagh-e Babur, Kabul, Afghanistan, 2002.","AKTC / Abdul Wassay Najimi","Press Release"
"Aga Khan and Tajik and Afghan leaders open bridge into Afghanistan","Reopening Silk Road Links: On November 3, 2002, Tajikistan's President Emomali Rahmonov, His Highness the Aga Khan and Afghanistan's Vice-President Hidayat Amin Arsala inaugurated the first of a series of bridges, built by the Aga Khan Development Network, across the Pyanj River. The bridge, the first to cross the river in over 20 years, is expected to improve the flow of aid, commerce and trade within Central Asia.","AKDN/Gary Otte","Press Release"
"Aga Khan to establish major academic and cultural center and museum in Canada","Episode from the story of Haftvad and the Worm. Folio 521v from the Shahnama made for Shah Tahmasp I (r.1524-1576). Tabriz, Iran, about 1540. 45x30 cm.","AKTC","Press Release"
"Aga Khan and Colin Powell open Silk Road Festival in Washington","His Highness the Aga Khan (left) and Secretary of State Colin Powell touring Samarkand Square, one of the main pavillions set up on the National Mall in Washington, D.C., to celebrate the Silk Road and its culture.","AKDN/Zahur Ramji","Press Release"
"Aga Khan joins President Musharraf  for inauguration of Islamabad Serena hotel","Interior of the Islamabad Serena Hotel, Pakistan","AKDN ","Press Release"
"President Mubarak and Aga Khan discuss Cairo projects","His Highness the Aga Khan meeting with the President of Egypt, Hosni Mubarak, to discuss the revitalisation project of the historic old city undertaken by the Aga Khan Trust for Culture (AKTC). ","AKDN / Gary Otte","Press Release"
"Aga Khan receives Archon Award for promoting global health and welfare","His Highness the Aga Khan delivering a speech when receiving the Archon Award. President of Sigma Theta Tau International, Dr Patricia Thompson (middle) looked on togeher with Facutly members : Dr May L. Wikle (right) and Dr Karen H. Morin (left), Professor, Dean of School of Nursing Faculty.","AKDN / Patrick Ruchdi","Press Release"
"Aga Khan and President Sampaio speak on faith and civil society","His Highness the Aga Khan arriving with President of Portugal Jorge Sampaio at the opening ceremony of the Lisbon Ismaili Centre. ","AKDN / Zahur Ramji","Press Release"
"Faith in the future: an architecture of pluralism","","","Press Release"
"Aga Khan meets Mandela and Chissano in Mozambique","His Highness the Aga Khan greeting South African President Nelson Mandela in Mozambique, Maputo, 11 August 1998. ","AKDN / Zahur Ramji    ","Press Release"
"New humanitarian crisis looms in Northeastern Afghanistan: 100,000 people displaced in Panjshir Valley","A FOCUS jeep makes its way along the rough, rocky road through the mountain pass above the Kokcha Valley, in northeastern Afghanistan.","David Nygaard ","Press Release"
