Title,Caption,Copyright,Node Type
1.5 million trees to be planted in Kenya by AKDN and Lions Clubs International,"Prince Hussain Aga Khan plants a tree, a silver oak, in the presence of David Boyer, Senior Director, Prince Sadruddin Fund for the Environment, Mr. Aziz Bhaloo, Resident Representative AKDN Kenya, Dr Wing-Kun Tam, Lions Clubs International President, Lions District Governor Mr. Murtaza Dungarwalla, Executive Director of Lions Clubs International Mr Peter Lynch.",AKDN/Aziz Islamshah,event
"University of Central Asia publishes two volumes, rich historical ethnographic research on the Kyrgyz küü","The Kyrgyz Küüs: Analysis, Thoughts, and Opinions, Volumes I and II ",,event
The Aga Khan Music Initiative and Al Mawred Al Thaqafy bring together Arab and Central Asian musicians at Sixth Remix Music Workshop in Aswan,"Sirojiddin Juraev from Tajikistan, Badiaa Bou Hreizi from Tunisia, and Rebal Alkhodri from Syria. The 6th Remix music workshop, Aswan, Egypt. ",Yahya Diwer,event
Tajik and Afghan officials inaugurate Vanj bridge built by AKDN as part of Cross-border Initiatives,"(from left to right): Governor of Afghan Badakhshan H.E. Shah Waliullah Adib, Resident Representative of the AKDN in Tajikistan Munir Merali, Afghan Minister of Tribal and Border Affairs H.E. Asadullah Khalid, President of Tajikistan H.E. Emomali Rahmon, the Afghan Ambassador to Tajikistan H.E. Abdulgafor Orzu, and the Chairman of Gorno-Badakhshan H.E. Qodir Qosim cutting the ribbon on the Vanj Bridge.",AKDN,event
"Focus Pakistan assists in evacuating victims affected by collapse of Karachi’s Lyari Building, Pakistan",The FOCUS Search and Rescue Team is equipped with and trained for light-to-medium search and rescue operations.,FOCUS,event
AKDN and the International Baccalaureate team up to improve access to quality education in developing world,"Princess Zahra Aga Khan, Head of the Aga Khan Development Network’s  Social Welfare Department and Jeff Beard, Director General of the International Baccalaureate (IB) signing a Memorandum of Understanding that will improve access to quality education in the developing world. His Highness the Aga Khan, Chairman and founder of the AKDN and Carol Bellamy, Chair of the IB Board of Governors look on.",AKDN / Bruno Cohen,event
Aga Khan expands microfinance to reduce vulnerability of the Poor,"His Highness the Aga Khan at a Press Conference announcing the launch of the new Aga Khan Agency for Microfinance (AKAM) in the company of James Wolfensohn, President of the World Bank (3rd left) and John Fergusson, AKDN Head of the Department of Public Affairs (2nd left). ",AKDN / Jean-Luc Ray,event
Aga Khan and Assad discuss Syria development priorities,"His Highness the Aga Khan with President Bashar al-Assad at Al-Shaab Palace, Damascus.",Al-Shaab Palace,event
Inauguration of the first of an international network of Academic Centres of Excellence,"His Excellency President Mwai Kibaki and His Highness the Aga Khan walking on the site of the Aga Khan Academy, Mombasa.",AKDN/Gary Otte,event
Opening of Alltex EPZ Ltd in Kenya,"Computerised machines at the Alltex Industries factory in Kenya create garments for export to North America and Europe. A project company of the Aga Khan Fund for Economic Development's (AKFED) Industrial Promotion Services, the factory employs 2,000 people, 80 percent of whom are women. As part of AKFED’s mandate to integrate innovative social development initiatives, the plant provides a variety of services to its employees, including a crèche for workers’ children, healthcare and educational opportunities.",AKFED / Gary Otte,event
"Aga Khan University Convocation in Karachi, 2003","His Highness the Aga Khan, Chancellor of the Aga Khan University, presents a Diploma in Nursing to Leila Moora from Kenya at the University's 16th Convocation in Karachi, Pakistan. ",AKDN / Gary Otte,event
Aga Khan pledges enhanced support for Chitral,His Highness the Aga Khan welcomed upon arrival at Chitral airport. His Highness pledged to assist the population to look for new opportunities to improve the quality of their lives. ,AKDN / Gary Otte,event
IPS to get US$32 million in new equity for East Africa,"From Left to Right : Ms. Haydee Celaya of the International Finance Corporation (IFC), Prince Amyn Aga Khan of the Aga Khan Fund for Economic Development (AKFED), Mr. Winfried Nau of DEG-DeutscheInvestitions-und Entwicklungsgesellschaft mbH and Mr. Lutaf Kassam of Industrial Promotion Services (IPS) in Kenya, Uganda and Tanzania at the ceremony in Nairobi to announce a capital increase of US$32.4 million in IPS for investments in East Africa. ",AKDN,event
Aga Khan concludes visit to Mali: Signature of agreement to expand cooperation,"His Highness the Aga Khan (centre) and the Prime Minister Ahmed Mohamed Ag Hamani (right) at the 14th century Djingereiber Mosque, Timbuktu, with Mr. Abdramane ben Essayouti, the Imam of the Mosque and local dignitaries.",AKDN/Gary Otte,event
Aga Khan at the Great Mosque of Djenne,"His Highness the Aga Khan addressing a crowd of over three thousand gathered at the Great Mosque of Djenne, Mali.",AKDN/Gary Otte,event
Aga Khan urges rediscovery of Timbuktu and Djenne,"His Highness the Aga Khan (centre) and the Prime Minister Ahmed Mohamed Ag Hamani (right) at the 14th century Djingereiber Mosque, Timbuktu, with Mr. Abdramane ben Essayouti, the Imam of the Mosque and local dignitaries.",AKDN/Gary Otte,event
Aga Khan addresses Berlin Conference on progress in Afghanistan,His Highness the Aga Khan delivering a speech at the Afghanistan Conference held in Berlin. ,AKDN / Patrick Ruchdi,event
Convocation of the University of Toronto’s Ontario Institute for Studies in Education,"His Highness the Aga Khan is conferred an Honarary Doctor of Laws degree by the Honourable Chancellor Poy, University of Toronto.",AKDN/Zahur Ramji,event
Foundation stone-laying ceremony of AK Academy in Mozambique,His Highness the Aga Khan discusses the plans for the Academy with Mozambique`s President Joaquim Chissano and architect Ramesh Khosla.,AKDN / Aziz Islamshah,event
Aga Khan named Honorary Companion of the Order of Canada,His Highness the Aga Khan.,AKDN / Gary Otte,event
Aga Khan visits Pakistan - December 2005,His Highness inaugurates the new Faculty Office Building with faculty members representing the various departments that will use the building.,AKDN/Gary Otte,event
Aga Khan receives 2005 Vincent Scully Prize,"Carolyn Schwenker Brody, Chair of the National Building Museum's Board of Trustees, presents the Vincent Scully Prize, a crystal obelisk, to His Highness the Aga Khan. ",AKDN / Zahur Ramji,event
Aga Khan attends inauguration of President Karzai,"His Highness the Aga Khan and Hamid Karzai, then Chairman of the Interim Authority of the Government of Afghanistan at the launch of the “Back to School” initiative led by UNICEF. ",AKDN / Gary Otte,event
Announcement of recipients of the 2004 Aga Khan Award for Architecture ,"Recipients of the ninth cycle of the Award with Prime Minister Dr. Manmohan Singh and His Highness the Aga Khan (last row, left). ",AKDN / Gary Otte,event
Memorandum of Understanding between Germany and AKDN,"His Highness the Aga Khan and German Federal Minister for Economic Cooperation & Development, Heidemarie Wieczorek-Zeul, after the signature of the Partnership Agreement in Berlin. ",AKDN / Patrick Ruchdi,event
Aga Khan addresses German Ambassadors,"His Highness the Aga Khan shaking hands with Joschka Fischer, German Minister for Foreign Affairs at the Fifth German Ambassadors Conference.",AKDN / Patrick Ruchdi,event
Inauguration of the Tajik-Afghan friendship bridge in Darwaz,"Tajikistan’s President Emomali Rahmonov, and His Highness the Aga Khan, inaugurate the Tajik-Afghan Friendship Bridge.",AKDN / Gary Otte,event
University of Central Asia launched,"8 July 2004, Naryn, Kyrgyz Republic: Prime Minister of Kyrgyz Republic, Mr. Tanaev, speaking at the ceremony to mark the inauguration of the Naryn Campus of the University of Central Asia. Looking on are Prince Amyn Aga Khan and Governor Salymbekov.",AKDN / Gary Otte,event
Aga Khan announces first Ismaili Centre in Central Asia,"His Highness the Aga Khan showing Tajikistan’s President Emomali Rahmonov (third from right) a conceptual model of the proposed Ismaili Centre, Dushanbe as Mayor Mamadsaid Ubaidollaev of Dushanbe (extreme right) looks on. ",AKDN / Gary Otte,event
Jacques de Larosiere Lecture at the EBRD Annual Meeting's 2003 Business Forum,"President of the European Bank for Reconstruction Development (EBRD), Jean Lemierre, invites His Highness the Aga Khan to deliver the Jacques de Larosière Lecture at the annual meeting of the Board of Governors held in Tashkent. ",AKDN / Gary Otte,event
Prince Claus Fund's Conference,His Highness the Aga Khan welcomed by Queen Beatrix of the Netherlands at Prince Klaus Fund's Conference. ,Prince Claus Fund    ,event
Aga Khan and Colin Powell open Silk Road Festival in Washington,"His Highness the Aga Khan (left) and Secretary of State Colin Powell touring Samarkand Square, one of the main pavillions set up on the National Mall in Washington, D.C., to celebrate the Silk Road and its culture.",AKDN/Zahur Ramji,event
"Inauguration of the Ismaili Jamatkhana and Center in Houston, Texas",His Highness the Aga Khan addressing the guests at inauguration of the Ismaili Jamatkhana and Center in Houston. Governor of Texas Rick Perry (1st right) looks on. ,AKDN / Gary Otte,event
Aga Khan concludes Kenya visit,"His Highness the Aga Khan touring the site of the proposed Aga Khan Education Service “Centre of Excellence” at Nyari, outside Nairobi. ",AKDN / Aziz Islamshah,event
Aga Khan concludes visit to Uganda,His Highness the Aga Khan in a meeting with Uganda President Yoweri Museveni (centre) and other senior Governement officials at the State House. ,AKDN / Aziz Islamshah   ,event
Aga Khan meets Putin at Kremlin,President Vladimir Putin and His Highness the Aga Khan.,Office of the President of Russia    ,event
Aga Khan and Karzai sign agreement in Kabul,His Highness the Aga Khan and the Chairman of the Interim Authority of the Government of Afghanistan Hamid Karzai at the signing ceremony of an Agreement of Cooperation for Development.,AKDN / Gary Otte,event
"Inauguration of the First Microfinance Bank Ltd, Pakistan",His Highness the Aga Khan and President Musharraf unveiling the plaque at the inauguration of the First Microfinance Bank Ltd.,AKDN / Gary Otte,event
"Launch of a global electronic resource, Archnet ","From left, Lawrence H. Summers, President of Harvard, His Highness the Aga Khan, and Charles M. Vest, President of MIT, at the launch of ArchNet.org, ",AKDN / Gary Otte,event
Aga Khan at the Bishkek Global Mountain Summit,"His Highness the Aga Khan at the Bishkek Global Mountain Summit, 30 Oct.-1 November.",AKDN/Gary Otte,event
Inauguration of the first of a series of bridges across the Pyanj River,"Reopening Silk Road Links: On November 3, 2002, Tajikistan's President Emomali Rahmonov, His Highness the Aga Khan and Afghanistan's Vice-President Hidayat Amin Arsala inaugurated the first of a series of bridges, built by the Aga Khan Development Network, across the Pyanj River. The bridge, the first to cross the river in over 20 years, is expected to improve the flow of aid, commerce and trade within Central Asia.",AKDN/Gary Otte,event
Aga Khan plans university campus in Kazakh mountains,"His Highness the Aga Khan visiting potential sites for the University of Central Asia (UCA) in Tekeli with Frederick Starr, Rector of the UCA (right), the Education Minister Shamsha Berkimbayeva (left, 2nd row) and the Governor of Almaty Oblast Kulmakhanov (middle). ",AKDN / Gary Otte,event
Inauguration of the restored gardens that surround the Tomb of the Mughal Emperor Humayun,The restored gardens of Humayun’s Tomb are an important part of the city's tourist infrastructure and a destination for leisure in New Delhi.,AKDN/Patrick Ruchdi,event
Princess Zahra Aga Khan promotes rural entrepreneurship and education in Mozambique,"Princess Zahra Aga Khan visiting a partner institution, the Agricultural School at Bilibiza in Northern Mozambique, 14 March 2003.",AKDN / Aziz Islamshah,event
Aga Khan speaks of 'New Horizons in Africa' on visit to Madagascar,"His Highness the Aga Khan meeting with Madagascar's Prime Minister Jacques Sylla, February 2003. ",AKDN / Patrick Ruchdi    ,event
"Aga Khan visits sites of proposed major educational campuses, Kenya","The Aga Khan (centre) visits the Aga Khan schools complex site at Kilindini Mombasa with Mr Nizar Shariff (left) and Mr Noor Esmail (right), two of the project consultants.",AKDN / Aziz Islamshah,event
Aga Khan and Kibaki discuss development challenges,His Highness the Aga Khan.,AKDN / Gary Otte,event
"Aga Khan's short visit to Astana, Kazakhstan","His Highness the Aga Khan walking to the Presidential Cultural Centre with Government officials, Astana, Kazakhstan. ",AKDN / Patrick Ruchdi ,event
Aga Khan and Karzai discuss Afghanistan rehabilitation progress,"Afghan President Hamid Karzai and His Highness the Aga Khan meet in Kabul, 4 November 2002.",AKDN/Gary Otte,event
Inauguration of Islamabad Serena hotel,"Interior of the Islamabad Serena Hotel, Pakistan",AKDN ,event
"Aga Khan Foundation celebrates twenty-five Years of the Madrasa Programme, Mombasa Kenya",Students of the Aga Khan Foundation's Madrasa programme sing a traditional Kiswahili song for His Highness the Aga Khan.,AKDN/Gary Otte,event
"Laudatory address for Victor Yushchenko, winner of the 2006 Die Quadriga Prize","His Highness giving the laudatory address for Viktor Yushchenko, President of The Ukraine, at the 2006 Die Quadriga Award Ceremony.",AKDN / Gary Otte,event
World Habitat Award 2006 for Aga Khan Planning and Building Service,"Princess Zahra Aga Khan receiving the BSHF/World Habitat Award. From left, Princess Zahra Aga Khan; Hafiz Sherali, Chairman of the Aga Khan Planning and Building Service in Pakistan: Asif Merchant, CEO of AKPBS in Pakistan: Anna Tibaijuka, Executive Director of UN Habitat; the Mayor of Naples, Rosa Iervolino-Russo; and Diane Diacon, Director of Building and Social Housing Foundation.",AKDN/Gary Otte,event
Prince Hussain Aga Khan marries Miss Kristin J. White,"Prince Hussain and Princess Khaliya with Monsieur Patrice Marchand, Mayor of Gouvieux and Conseiller Général de l’Oise.",AKDN/Gary Otte,event
Aga Khan Planning and Building Service in Pakistan receives World Habitat Award 2006,"Anna Tibaijuka, Executive Director of UN Habitat, giving the World Habitat Day Award to Princess Zahra Aga Khan.",AKDN/Gary Otte,event
Discussions on development opportunities in Syria,"For the past few years, the Aga Khan Trust for Culture has been restoring three citadels in Syria - in Aleppo, Masyaf and Salah ad-Din - under a partnership agreement with the Syrian General Directorate of Antiquities and Museums. The scope of conservation at the sites has varied, but at each site the work has been closely linked to the generation of socio-economic benefits.",AKDN/Gary Otte,event
"Commencement address at the American University in Cairo, Egypt",His Highness the Aga Khan receiving his honorary degree of Doctor of Humane Letters from Provost Tim Sullivan (left) and AUC President David D. Arnold (right).,AKDN/Gary Otte,event
Bellerive Foundation merges with the Aga Khan Foundation,"His Highness the Aga Khan and Princess Catherine at the luncheon marking the merger of the Bellerive Foundation and the Aga Khan Foundation, Geneva,  31 May 2006.",AKDN / Jean-Luc Ray,event
Aga Khan receives Tolerance Award from the Evangelical Academy of Tutzing,"Dr. Friedemann Greiner, Director and Chairman of the Jury (left), presenting the Tolerance Award 2006 to His Highness the Aga Khan as Dr Frank-Walter Steinmeier, Germany's Minister of Foreign Affairs (right), looks on.",AKDN/Zahur Ramji,event
New hospital inaugurated in Afghanistan,FMIC hospital building.,,event
"Funding agreement for Global Centre for Pluralism, Canada","His Highness the Aga Khan signing the funding agreement for the Global Centre for Pluralism in the presence of The Honourable Beverley J. Oda, Minister of Canadian Heritage. Looking on are Prime Minister Harper and Conservative Caucus Chair, Mr Rahim Jaffer.",AKDN/Gary Otte,event
"Foundation stone-laying ceremony of Dushanbe Serena hotel, Tajikistan","His Highness the Aga Khan, President Rahminov, and Mayor Ubaidullaev laying the foundation stone for the Dushanbe Serena Hotel.",AKDN/Gary Otte,event
"Inauguration of Kampala Serena hotel, Uganda",The newly inaugurated Kampala Serena Hotel,AKDN/Gary Otte,event
Aga Khan Academy Mombasa builds residential campus ,"His Highness the Aga Khan and Kenya's Minister for Education, Prof. George Saitoti, at the Aga Khan Academy, Mombasa.",AKDN/Gary Otte,event
Aga Khan receives Kenya's Highest Medal of Honour,"His Excellency President Mwai Kibaki bestows Kenya’s highest medal of honour, the Chief of the Order of the Golden Heart, on His Highness the Aga Khan at State House.",AKDN/Gary Otte,event
"Launch of Faculty of Health Sciences of the Aga Khan University, Nairobi Kenya","His Highness the Aga Khan with President of the Aga Khan University, Firoz Rasul and CEO of the Aga Khan University Hospital Nairobi, Asmita Gillani.",AKDN/Gary Otte,event
Road map to help Afghanistan's private sector,"President Hamid Karzai speaking at the Enabling Environment Conference in Kabul, Afghanistan, 4 June 2007.",AKDN / Gary Otte,event
"The Enabling Environment Conference, Kabul Afghanistan","Vice President of Afghanistan H.E. Ahmad Zia Massoud speaking at the Enabling Environment Conference, Kabul.",AKDN / Gary Otte,event
"Aga Khan Museum exhibition in Parma, Italy","Fatimid jar from the 10th or 11th centuries is featured in the Splendori a Corte Exhibition in Parma, Italy.",AKTC,event
European Commission and AKDN sign joint declaration,"His Highness the Aga Khan and President Barroso, President of the European Commission, make statements after the signing of the Joint Declaration between the European Commission and the AKDN. The Joint Declaration aims to establish a framework for future collaboration.",AKDN/Gary Otte,event
Aga Khan visits development projects in remote areas of Mozambique’s Cabo Delgado province,"His Highness the Aga Khan speaks to villagers of Natugo village, Cabo Delgado, on the importance of education. He is accompanied by Lebreton Saah Nyambe, Director of the CRSP programme.",Gary Otte,event
"Aga Khan Planning and Building Service, Pakistan receives the Alcan Prize for Sustainability","Princess Zahra Aga Khan receives the 2005 Alcan Prize for Sustainability, in Vancouver on behalf of the Aga Khan Planning and Building Service (AKPBS), Pakistan. Looking on are (L to R) Robert Davies, Managing Director of International Business Leaders Forum, which manages the Prize; and Travis Engen, President and CEO of Alcan. ",AKDN / Gary Otte,event
Aga Khan accepts Royal Toledo Foundation Award,"His Highness the Aga Khan receives the Royal Foundation of Toledo Award from His Majesty the King, Juan Carlos I in Toledo, who is also Patron of the Toledo Foundation. ",AKDN / Jean-Luc Ray,event
Aga Khan conferred Honorary Doctorate from American University of Beirut,His Highness the Aga Khan receiving the degree of Doctor of Humane Letters from AUB President John Waterbury and AUB Provost Peter Heath.,AKDN / Gary Otte,event
Aga Khan conferred Companion of the Order of Canada,"The Right Honourable Adrienne Clarkson, Governor General of Canada and Highness the Aga Khan after the investiture of the Order of Canada.",AKDN/Zahur Ramji,event
Aga Khan and Governor General of Canada initiate Delegation of the Ismaili Imamat,"Delegation building of the Ismaili Imamat, Ottawa, Canada.",AKDN / Gary Otte,event
Opening ceremony of the International Press Institute World Congress in Kenya,His Highness the Aga Khan speaking at the opening ceremony of the International Press Institute (IPI) Conference in Kenya. ,AKDN / Aziz Islamshah,event
Government of Canada's partnership in new Global Centre of Pluralism,His Highness the Aga Khan.,AKDN / Gary Otte,event
"Seminar at the Norwegian Nobel Institute, Norway","His Highness the Aga Khan and Hilde F. Johnson, Minister for International Development, respond to questions at the seminar. The session was moderated by Mr Henrik Syse, Senior Researcher, of the International Peace Research Institute Oslo, PRIO.",AKDN/Gary Otte,event
Signing of a Memorandum of Understanding between Norway and AKDN,"His Highness the Aga Khan and Norway's Minister for International Development, Ms. Hilde F. Johnson, sign a Memorandum of Understanding between the AKDN and the Government of Norway, to enhance collaboration on development issues and programmes in Africa, Central and South Asia. 06 April 2005, Oslo, Norway.",AKDN / Gary Otte,event
Inauguration of Cairo's Al-Azhar Park,Azerbaijani mugham singer Alim Qasimov performing at a concert on the occasion of the inauguration of Al-Azhar Park.,AKDN/Gary Otte,event
Foundation stone-laying ceremony for the expansion of the Aga Khan Hospital Dar es Salaam,"His Excellency President Mkapa lays the first stone of the Phase II development of the Aga Khan Hospital in the presence of His Highness the Aga Khan, Minister for Health, Anna Abdallah and Mr. Shabir Abji, Chairman, Aga Khan Health Services, Tanzania.",AKDN/Zahur Ramji,event
Launch of Microfinance Agency in Burkina Faso,"President Blaise Compaoré of Burkina Faso and His Highness the Aga Khan launching the First Microfinance Agency (Premiere Agence de Microfinance (PAMF)) in Ouagadougou, at the Presidential Palace. ",AKDN / Patrick Ruchdi,event
Aga Khan receives Die Quadriga 2005 Prize,H.E. Hamid Karzai bestows Die Quadriga Award to His Highness.,AKDN/Gary Otte,event
Aga Khan awarded the New Carnegie Medal of Philanthropy,"Medal recipients pose for a group photograph with the Presiding Officer, Rt. Hon George Reid MSP, and Chair of the Carnegie Medal Committee, William Thomson.",AKDN/Gary Otte,event
"Evora University Symposium and Bestowal of Honaris Causa to His Highness the Aga Khan, Portugal","His Highness the Aga Khan is bestowed with the ""Honoris Causa"" doctorate degree in honour of ""the extraordinary work of economic, social and cultural and educational assistance"" through the Aga Khan Development Network.",AKDN/Gary Otte,event
London Conference on Afghanistan (2006),"Participants of the London Conference on Afghanistan, 31 January 2006.",Reuters,event
Patriarchate of Lisbon and Aga Khan Foundation Portugal sign partnership agreement,"Prince Amyn Aga Khan and His Eminence Dom Jose Policarpo, Cardinal Patriach of Lisbon sign a Partnership Agreement between the Patriarchate and the Aga Khan Foundation, Portugal. ",AKDN / Zahur Ramji,event
Government of the Republic of Portugal and The Ismaili Imamat sign Protocol of Cooperation,The Aga Khan and Prime Minister José Socrates exchange Protocol agreements as Prince Amyn Aga Khan looks on.,,event
Aga Khan visits earthquake-hit areas of Pakistan,Touring the relief camp in Muzaffarabad.,AKDN/Gary Otte,event
"Aga Khan University Convocation in Karachi, 2005",Fareeha Hussain Cheema receives a medical degree from His Highness.,AKDN/Gary Otte,event
Aga Khan inaugurates state-of-art Cancer Treatment Centre at AKU,"His Highness tours the Ibn Zuhr Building for Oncology Services, AKUH’s new state-of-the-art cancer research centre.",AKDN/Gary Otte,event
The Aga Khan Development Network commits $50 million to Pakistan's earthquake appeal,Earthquake survivors arrive on AKF helicopters in Islamabad for treatment.,,event
Opening of 5-star Kabul Serena hotel,"( L to R) Prince Amyn Aga Khan, His Excellency President Karzai of Afghanistan and His Highness the Aga Khan, officially inaugurate the Kabul Serena hotel. ",AKDN / Gary Otte,event
Foundation stone-laying ceremony for an international academic centre of excellence in Dar es Salaam,"His Highness the Aga Khan addresses the gathering at the foundation stone-laying ceremony of the new Aga Khan Academy in Dar es Salaam. Looking on: His Excellency President Benjamin Mkapa, Princess Zahra, Hon. Joseph Mungai, Minister for Education, Hon. Yusuf Makamba, Regional Commissioner for Dar es Salaam and Mr. Alkarim Dawood, Chairman, Aga Khan Education Services, Tanzania.",AKDN/Zahur Ramji,event
